Customer_ID,Age,Gender,Education_Level,Region,Monthly_Income,Account_Balance,Credit_Score,Days_in_Arrears_12M,Requested_Loan_Amount
1179,39,Male,Technical,South,1087.92,1772.08,515.0,11.0,5223.25
1180,38,Male,Secondary School,South,2886.35,4726.48,643.0,7.0,10948.84
1181,23,Male,University,South,,7272.79,598.0,3.0,9658.76
1182,23,Male,Secondary School,Central,532.5,0.0,,6.0,
1183,72,Female,Secondary School,East,1460.89,2234.43,547.0,11.0,3649.36
1184,65,Male,Secondary School,South,,4542.08,632.0,9.0,5353.81
1185,21,Male,Technical,Central,2010.15,2884.75,623.0,8.0,5951.65
1186,47,Female,University,Central,5113.36,9064.36,723.0,7.0,19011.75
1187,28,Female,Secondary School,West,1903.66,2328.03,629.0,5.0,5255.45
1188,47,Female,Secondary School,South,796.57,1098.17,507.0,12.0,500.0
1189,48,Female,Technical,Central,,,,7.0,6054.24
1190,41,Male,University,North,1433.0,2000.59,543.0,9.0,6336.09
1191,72,Female,Secondary School,South,1239.8,2364.11,448.0,8.0,2561.43
1192,26,Female,University,North,3812.66,6817.26,657.0,5.0,13115.89
1193,72,Male,Secondary School,Central,2477.23,5334.07,593.0,3.0,9913.94
1194,20,Female,University,South,2337.4,4782.81,567.0,6.0,6130.36
1195,68,Female,Secondary School,South,1138.97,1757.68,527.0,7.0,3223.09
1196,48,Male,Secondary School,West,1387.97,3260.16,567.0,6.0,4739.48
1197,57,Male,Technical,North,1763.2,3061.74,512.0,9.0,8480.36
1198,54,Male,University,Central,1905.11,2884.73,673.0,,5876.37
1199,53,Male,Secondary School,North,2556.34,,644.0,5.0,6490.72
1200,41,Male,Secondary School,North,1242.62,3405.81,522.0,7.0,4109.52
1201,48,Female,Secondary School,North,1350.04,3450.23,534.0,6.0,
1202,23,Female,Secondary School,East,1300.17,2178.32,456.0,8.0,2457.94
1203,19,Male,University,Central,3137.6,,616.0,10.0,11000.36
1204,37,Female,Secondary School,West,1666.41,2812.2,520.0,7.0,5497.27
1205,45,Male,University,North,2665.18,3273.07,,3.0,9110.17
1206,28,Male,Secondary School,South,955.01,1631.06,511.0,13.0,2038.07
1207,21,Female,Postgraduate,West,3518.19,4619.92,625.0,6.0,12108.95
1208,32,Female,Secondary School,North,2058.47,2760.73,606.0,5.0,6030.08
1209,23,Female,Primary School,Central,,1771.24,514.0,13.0,4274.98
1210,71,Female,Primary School,East,1355.66,3089.94,554.0,5.0,4671.23
1211,66,Female,University,South,3806.65,5513.19,760.0,9.0,15376.94
1212,47,Female,Secondary School,South,1056.88,1773.28,517.0,7.0,2515.39
1213,73,Male,Primary School,Central,894.09,1551.5,550.0,2.0,4725.8
1214,55,Female,University,East,2333.16,4068.8,689.0,7.0,8051.31
1215,68,Female,University,,3586.54,6718.92,669.0,8.0,13235.69
1216,74,Female,University,North,667.23,1817.5,578.0,9.0,500.0
1217,19,Male,Secondary School,West,1312.21,2397.29,577.0,8.0,3104.47
1218,32,Male,Secondary School,South,1071.57,3159.94,461.0,4.0,
1219,28,Female,University,South,2742.86,,678.0,7.0,9783.63
1220,25,Male,Secondary School,East,1387.87,1684.63,508.0,8.0,2396.82
1221,43,Female,Primary School,South,2012.19,5071.28,612.0,10.0,5530.61
1222,68,Male,Secondary School,North,2113.88,5760.7,650.0,6.0,6332.56
1223,62,Male,Postgraduate,South,3098.33,6056.18,689.0,8.0,10743.14
1224,61,Female,Primary School,East,787.82,0.0,448.0,4.0,3891.96
1225,22,Male,University,South,2699.9,5071.54,590.0,9.0,7665.92
1226,23,Male,Secondary School,West,,1717.74,,11.0,5598.12
1227,43,Female,University,North,2194.91,,666.0,8.0,9277.9
1228,71,Female,Technical,Central,1128.63,2022.2,557.0,8.0,
1229,21,Male,Secondary School,South,1541.16,2230.43,597.0,5.0,5068.13
1230,36,Female,Secondary School,South,1180.5,2396.41,,8.0,3465.13
1231,37,Female,University,Central,1980.01,4595.65,,8.0,4029.03
1232,50,Female,Secondary School,East,299.31,0.0,355.0,11.0,669.51
1233,37,Female,University,North,2413.95,4965.02,569.0,5.0,8252.98
1234,66,Female,Technical,North,1229.46,701.64,477.0,8.0,2267.2
1235,29,Male,Technical,West,2213.73,3915.67,,7.0,7114.05
1236,64,Male,Secondary School,Central,,1807.85,557.0,8.0,5750.3
1237,18,Male,Secondary School,West,738.09,649.31,474.0,10.0,
1238,43,Female,Technical,Central,1722.57,4053.94,574.0,8.0,1643.48
1239,31,Male,Primary School,North,1294.07,,554.0,4.0,5353.52
1240,55,Female,Postgraduate,East,8661.75,15008.28,753.0,6.0,31002.89
1241,54,Female,Postgraduate,East,4426.96,,,3.0,12819.11
1242,28,Male,Primary School,Central,653.06,1638.3,481.0,11.0,2833.98
1243,53,Male,Primary School,North,2941.44,3795.26,667.0,7.0,9495.77
1244,30,Male,Secondary School,South,1294.98,2275.0,526.0,16.0,4334.77
1245,60,Female,Postgraduate,North,3015.77,5478.37,651.0,6.0,5853.8
1246,20,Male,Secondary School,East,3440.57,6817.74,638.0,6.0,
1247,50,Male,Secondary School,Central,,1841.57,542.0,6.0,3477.69
1248,23,Female,Technical,East,,4461.65,580.0,7.0,3980.03
1249,67,Female,Primary School,Central,604.74,,406.0,5.0,
1250,73,Male,Secondary School,South,1565.04,1552.1,,11.0,5557.95
1251,27,Male,Secondary School,East,1360.9,2151.09,525.0,5.0,1526.83
1252,22,Female,Technical,North,1446.57,3473.49,523.0,13.0,2870.45
1253,40,Female,Primary School,East,1284.4,2075.55,577.0,9.0,4303.28
1254,27,Female,Technical,North,1209.11,2263.55,543.0,7.0,
1255,61,Female,University,Central,4816.21,,728.0,3.0,17834.54
1256,19,Male,Secondary School,Central,1444.83,653.81,563.0,11.0,
1257,30,Male,Technical,West,1243.68,1912.91,569.0,9.0,6534.44
1258,57,Male,Primary School,North,660.7,825.37,409.0,11.0,
1259,19,Male,Secondary School,South,1463.77,3955.4,515.0,3.0,4538.11
1260,37,Female,Primary School,South,,4296.82,636.0,11.0,6078.37
1261,18,Male,Technical,Central,2014.27,2678.53,555.0,9.0,5771.32
1262,54,Male,Secondary School,Central,3754.75,5567.62,632.0,6.0,11605.42
1263,26,Female,Secondary School,Central,3587.01,7029.46,,4.0,13722.01
1264,34,Male,Primary School,North,664.62,1204.43,429.0,6.0,2335.39
1265,26,Male,Secondary School,Central,743.24,1474.59,481.0,11.0,
1266,28,Male,Secondary School,East,1032.28,928.33,490.0,10.0,1888.76
1267,32,Female,Technical,East,2425.3,4313.67,595.0,13.0,5535.79
1268,41,Female,Primary School,Central,1428.37,2020.88,504.0,10.0,1984.21
1269,55,Male,Technical,South,,4331.17,664.0,8.0,11141.19
1270,72,Female,Secondary School,North,997.61,1517.33,,4.0,2901.03
1271,52,Female,Technical,South,826.76,1342.03,483.0,10.0,2387.47
1272,47,Female,University,West,1858.65,2361.55,549.0,13.0,5096.48
1273,48,Female,Secondary School,Central,1977.59,3251.43,607.0,3.0,7966.66
1274,66,Female,Primary School,South,1352.57,1873.81,543.0,10.0,2735.62
1275,22,Female,Technical,East,3030.54,5297.83,636.0,7.0,7194.35
1276,61,Male,Postgraduate,South,2486.87,4143.96,645.0,5.0,7201.2
1277,67,Male,Secondary School,Central,,5771.5,542.0,4.0,4072.83
1278,31,Male,University,North,1787.86,3402.47,529.0,10.0,1902.47
1279,70,Female,University,Central,,6084.86,668.0,6.0,12857.66
1280,73,Female,Secondary School,Central,2244.11,4834.44,620.0,7.0,7928.7
1281,28,Male,Technical,South,3559.35,4729.0,675.0,,
1282,26,Male,Secondary School,Central,795.72,1881.74,438.0,10.0,
1283,51,Female,Technical,East,3416.3,6312.17,675.0,2.0,10097.23
1284,29,Female,Secondary School,North,1787.58,3452.72,554.0,14.0,5055.64
1285,52,Female,Technical,Central,1887.31,2978.96,554.0,5.0,5935.71
1286,52,Female,Secondary School,South,,3264.21,571.0,7.0,6303.72
1287,18,Female,Primary School,North,1107.11,,533.0,7.0,3018.67
1288,57,Female,University,South,2516.95,5222.57,652.0,6.0,7311.34
1289,39,Female,Technical,Central,,861.83,485.0,2.0,677.56
1290,46,Female,Postgraduate,Central,3714.64,7575.58,686.0,7.0,
1291,25,Male,Secondary School,North,1553.0,2371.18,563.0,6.0,4053.28
1292,28,Male,Primary School,Central,868.43,385.09,512.0,11.0,637.22
1293,58,Male,Primary School,West,1257.16,,591.0,6.0,7030.34
1294,54,Male,University,North,4039.16,7933.93,727.0,1.0,12028.66
1295,31,Female,Primary School,West,890.83,3139.7,,8.0,1147.35
1296,47,Male,University,Central,1452.59,2598.94,528.0,8.0,4998.29
1297,52,Female,Secondary School,South,,,581.0,11.0,4821.59
1298,38,Male,University,South,931.75,2669.81,423.0,8.0,3523.06
1299,54,Male,University,West,,9629.06,701.0,5.0,19315.73
1300,22,Female,University,East,1586.9,1571.62,627.0,6.0,4770.17
1301,36,Male,Secondary School,West,2618.19,5044.04,577.0,6.0,7405.77
1302,31,Male,Technical,East,1008.36,2042.57,463.0,9.0,1431.04
1303,43,Male,Primary School,Central,910.81,1901.24,481.0,8.0,1080.74
1304,21,Female,Secondary School,,1480.95,2666.35,,6.0,770.43
1305,42,Male,Secondary School,West,,3197.15,624.0,4.0,3902.62
1306,62,Female,University,North,2419.26,3867.39,,9.0,6332.21
1307,59,Female,Primary School,West,620.76,1669.54,492.0,6.0,3531.84
1308,42,Female,University,South,2342.41,1736.91,547.0,7.0,5314.71
1309,35,Female,Primary School,West,2087.11,2392.65,614.0,6.0,7885.82
1310,57,Male,Secondary School,West,1789.42,1740.77,,4.0,6604.71
1311,25,Male,Primary School,West,3145.48,4049.94,582.0,7.0,8679.86
1312,56,Female,University,West,2665.86,4684.27,712.0,6.0,12408.87
1313,57,Male,Primary School,North,1950.56,3959.26,,7.0,5651.65
1314,31,Male,University,North,2975.95,5776.63,657.0,8.0,8887.1
1315,49,Male,Technical,North,1373.27,,526.0,6.0,2585.61
1316,68,Female,Postgraduate,North,3376.6,4708.17,690.0,4.0,13464.05
1317,55,Male,Secondary School,Central,2540.07,4704.25,,3.0,5075.12
1318,50,Male,Secondary School,South,1304.32,2757.87,568.0,9.0,2294.61
1319,40,Female,Technical,Central,,4328.74,661.0,8.0,5325.25
1320,32,Female,University,East,1780.04,2068.64,575.0,7.0,5737.24
1321,50,Male,Secondary School,East,,4831.41,547.0,8.0,8055.99
1322,42,Male,University,South,2492.7,4631.39,571.0,2.0,5374.02
1323,34,Female,Primary School,,1744.05,,640.0,8.0,8746.37
1324,50,Female,Technical,Central,3204.41,5266.48,678.0,3.0,12301.08
1325,64,Female,Secondary School,North,2118.78,3100.89,,4.0,4456.34
1326,72,Male,Primary School,Central,1172.57,1460.62,570.0,9.0,1620.16
1327,19,Male,Secondary School,East,1331.98,3274.94,515.0,,2979.69
1328,31,Female,University,South,910.9,2056.31,517.0,4.0,4259.17
1329,70,Female,Postgraduate,East,4225.39,6718.81,618.0,7.0,12210.99
1330,57,Male,Secondary School,Central,2478.25,4099.37,606.0,3.0,7645.85
1331,57,Male,University,North,1416.46,3030.6,513.0,,
1332,68,Female,Secondary School,East,1470.62,1026.14,498.0,9.0,4941.92
1333,56,Male,Technical,North,1709.34,3555.92,544.0,4.0,4342.38
1334,68,Male,Primary School,South,1555.42,4382.26,556.0,8.0,1592.75
1335,23,Male,Technical,East,1852.02,3585.76,549.0,6.0,7634.32
1336,23,Male,Primary School,North,,1233.47,478.0,9.0,1921.05
1337,20,Male,Secondary School,South,2964.86,4120.98,640.0,5.0,11157.22
1338,24,Female,Technical,South,820.02,0.0,447.0,5.0,2213.64
1339,68,Male,University,,1922.11,3051.88,638.0,8.0,
1340,25,Male,Technical,North,956.07,2114.64,516.0,12.0,776.31
1341,59,Male,University,,2913.09,5113.85,660.0,2.0,10753.56
1342,69,Male,University,North,,6592.61,608.0,10.0,7031.71
1343,32,Male,Primary School,South,1116.88,2305.6,521.0,8.0,782.52
1344,64,Male,Secondary School,Central,907.53,995.53,516.0,5.0,3636.4
1345,46,Female,Technical,Central,1193.2,3154.33,554.0,7.0,4884.29
1346,50,Male,University,Central,3644.79,7033.91,653.0,7.0,12259.8
1347,69,Male,Postgraduate,North,3355.49,4777.11,715.0,10.0,12351.63
1348,47,Male,University,Central,1976.51,2763.68,633.0,9.0,7391.39
1349,56,Female,Technical,North,1352.91,2042.29,602.0,8.0,
1350,44,Female,University,West,,,556.0,,8140.42
1351,53,Male,Secondary School,North,1981.45,4158.69,576.0,7.0,6749.88
1352,46,Female,Secondary School,West,1355.09,1614.66,485.0,9.0,8298.79
1353,55,Male,Technical,West,2244.68,6575.08,577.0,8.0,4537.89
1354,74,Female,University,Central,1263.8,2903.7,,9.0,578.26
1355,50,Male,Postgraduate,Central,5588.58,9109.93,,9.0,16672.76
1356,54,Female,Secondary School,Central,1510.53,,580.0,4.0,6764.59
1357,44,Male,University,West,1550.82,2377.59,538.0,7.0,7804.11
1358,72,Male,University,South,3101.93,4911.3,611.0,6.0,9227.91
1359,50,Female,Technical,West,1984.77,4615.24,671.0,4.0,3227.05
1360,21,Female,Secondary School,Central,,1460.23,,7.0,4093.8
1361,39,Male,Technical,West,1695.26,3795.01,522.0,14.0,3295.88
1362,19,Male,Technical,Central,1362.12,,520.0,8.0,4554.22
1363,27,Male,Technical,West,988.03,1491.1,498.0,12.0,2677.81
1364,22,Female,Technical,North,1431.18,2098.33,526.0,9.0,3393.47
1365,27,Female,University,South,1456.05,2635.44,520.0,,4613.49
1366,50,Male,Primary School,South,703.44,,433.0,8.0,500.0
1367,71,Female,Secondary School,South,1984.69,3548.06,626.0,5.0,2290.61
1368,55,Female,Technical,Central,2119.87,3359.82,627.0,10.0,7314.08
1369,30,Female,Secondary School,South,1305.56,1274.5,487.0,10.0,4588.95
1370,48,Female,Postgraduate,Central,1218.51,1906.59,454.0,7.0,
1371,64,Female,Secondary School,South,1516.57,1307.29,523.0,5.0,3403.98
1372,53,Male,Secondary School,South,2159.41,4971.67,654.0,6.0,7229.46
1373,62,Male,University,Central,4304.96,8150.6,682.0,3.0,14041.1
1374,41,Female,Primary School,East,1894.47,3038.55,568.0,7.0,5310.26
1375,69,Male,University,North,1480.92,1250.64,576.0,11.0,4839.4
1376,73,Female,Technical,North,1346.92,2436.0,494.0,9.0,
1377,32,Male,Primary School,Central,1092.11,2147.68,,7.0,1312.14
1378,46,Male,University,West,2338.47,4543.96,597.0,4.0,8573.58
1379,25,Female,Primary School,South,1176.53,1499.05,492.0,15.0,500.0
1380,22,Female,Secondary School,East,2386.24,4463.27,572.0,5.0,
1381,46,Male,Primary School,South,1321.57,3907.33,583.0,8.0,4355.31
1382,64,Female,Primary School,East,2163.35,3478.19,,3.0,5605.55
1383,21,Female,University,Central,1625.06,3753.12,574.0,6.0,4473.58
1384,29,Female,University,East,1963.9,3523.69,569.0,7.0,4125.11
1385,62,Male,Secondary School,Central,,2206.79,570.0,8.0,2317.39
1386,19,Female,Technical,South,1676.48,3121.9,605.0,3.0,5969.25
1387,44,Female,University,North,1309.54,1928.03,,6.0,4156.86
1388,48,Male,University,West,5769.23,,677.0,6.0,19560.15
1389,68,Female,Secondary School,East,1647.99,3738.97,596.0,12.0,3719.72
1390,68,Female,University,West,1509.24,3438.66,495.0,10.0,3939.44
1391,53,Female,Secondary School,North,940.19,2611.84,,5.0,500.0
1392,53,Female,Technical,North,1908.02,2935.51,594.0,6.0,5800.19
1393,43,Male,Postgraduate,Central,4319.35,7821.04,687.0,9.0,13157.81
1394,60,Male,Secondary School,South,2372.64,6012.43,707.0,5.0,8875.2
1395,44,Female,Primary School,East,1231.5,1438.34,541.0,7.0,2617.29
1396,22,Female,Secondary School,Central,1897.21,3325.91,596.0,9.0,5018.93
1397,37,Female,Primary School,Central,1385.71,1524.75,552.0,5.0,
1398,28,Male,Secondary School,Central,1392.18,2593.62,533.0,8.0,5631.74
1399,27,Male,University,East,1999.4,4432.37,604.0,6.0,5930.93
1400,57,Male,Secondary School,Central,1564.36,4188.84,564.0,11.0,3027.87
1401,55,Male,Secondary School,West,1461.26,1831.38,524.0,8.0,2754.57
1402,23,Male,Secondary School,North,,1932.0,602.0,5.0,3618.11
1403,25,Female,Secondary School,East,1775.83,4460.83,560.0,4.0,6918.86
1404,40,Male,Secondary School,South,3099.2,3155.0,585.0,4.0,5656.21
1405,64,Female,Technical,Central,1195.94,1641.46,443.0,10.0,2603.32
1406,43,Male,Primary School,East,1255.65,3037.09,505.0,8.0,2678.67
1407,63,Female,Postgraduate,Central,4028.92,5890.46,698.0,6.0,16794.94
1408,60,Female,Secondary School,South,1315.13,1528.08,551.0,8.0,5528.96
1409,29,Male,Postgraduate,South,5231.06,10423.25,619.0,5.0,15542.8
1410,43,Male,Primary School,,966.81,150.62,546.0,7.0,2153.33
1411,30,Male,University,East,3176.41,4096.15,659.0,7.0,11521.93
1412,57,Female,Technical,South,3268.77,6555.82,664.0,7.0,9523.76
1413,35,Male,University,East,2832.62,6397.61,667.0,7.0,11952.28
1414,42,Female,Technical,Central,1663.94,4141.65,592.0,6.0,5220.26
1415,50,Female,Postgraduate,North,4164.52,5423.69,727.0,7.0,14855.16
1416,64,Female,Technical,Central,1571.83,3999.45,534.0,14.0,6378.21
1417,57,Male,University,West,1797.47,3298.64,604.0,5.0,
1418,60,Female,University,West,2932.36,4632.0,688.0,5.0,11329.39
1419,29,Male,Technical,Central,2459.44,3678.0,617.0,10.0,8072.3
1420,61,Male,Technical,Central,,4072.06,582.0,8.0,4967.29
1421,53,Female,Secondary School,East,1972.05,3899.38,598.0,7.0,6020.48
1422,65,Female,University,East,7087.68,13881.97,771.0,4.0,27419.11
1423,21,Male,Secondary School,East,2491.43,3983.8,651.0,8.0,8446.92
1424,22,Male,Technical,North,,2025.46,449.0,7.0,4090.42
1425,73,Male,Primary School,North,1385.02,,548.0,9.0,3869.49
1426,54,Male,Secondary School,Central,1760.28,2534.57,584.0,11.0,3542.1
1427,25,Male,Technical,North,1192.63,2802.57,510.0,5.0,5041.78
1428,59,Female,Technical,East,2455.86,3527.55,627.0,9.0,7124.01
1429,66,Female,Secondary School,South,1118.82,3644.5,512.0,9.0,2131.63
1430,45,Female,Secondary School,,,5273.6,570.0,9.0,5257.01
1431,48,Male,Secondary School,North,3624.98,5936.3,653.0,3.0,10719.41
1432,75,Female,Technical,South,1812.61,3312.67,552.0,12.0,4609.03
1433,26,Female,Secondary School,South,1769.76,3283.79,550.0,7.0,6510.07
1434,71,Female,Technical,Central,2171.57,3801.83,679.0,7.0,5753.32
1435,68,Male,Technical,South,,1438.11,561.0,5.0,1768.08
1436,46,Male,Postgraduate,South,2389.49,4384.94,,4.0,7695.73
1437,31,Male,Primary School,West,,1301.3,516.0,7.0,1130.78
1438,57,Female,Primary School,North,,3590.23,542.0,6.0,3078.27
1439,58,Female,Secondary School,East,1458.2,3906.93,526.0,5.0,1384.62
1440,39,Female,Technical,West,2723.69,5981.48,690.0,1.0,8435.62
1441,28,Male,Primary School,East,1440.13,3727.06,557.0,6.0,4137.17
1442,40,Male,University,East,6448.96,12201.96,670.0,7.0,21334.76
1443,18,Male,Secondary School,North,941.63,967.69,,8.0,4495.45
1444,63,Male,Secondary School,South,,1298.83,497.0,13.0,4627.1
1445,54,Male,Secondary School,East,2954.84,4459.08,635.0,8.0,10857.93
1446,38,Female,University,South,5092.98,,,10.0,17920.26
1447,43,Male,Secondary School,Central,1021.66,769.17,510.0,9.0,1079.11
1448,63,Female,Primary School,West,,2028.77,499.0,6.0,2876.99
1449,53,Male,Secondary School,,1414.91,,519.0,9.0,5243.23
1450,71,Male,Technical,West,3589.27,6313.01,681.0,6.0,12780.37
1451,40,Male,University,South,,4080.69,692.0,7.0,7895.13
1452,74,Female,Secondary School,East,,4746.38,529.0,4.0,1930.1
1453,18,Male,Primary School,East,1015.67,1802.81,564.0,9.0,2357.68
1454,71,Female,Secondary School,South,1666.53,3322.63,,12.0,3624.8
1455,72,Male,Technical,North,2226.66,4949.04,,8.0,7871.72
1456,68,Female,Secondary School,North,3674.74,7338.58,651.0,6.0,10592.07
1457,57,Female,University,South,4778.7,9269.6,745.0,5.0,19416.75
1458,32,Male,Primary School,West,723.43,1521.98,454.0,11.0,2121.81
1459,38,Female,Primary School,South,1094.95,2192.95,492.0,5.0,
1460,64,Male,Primary School,Central,1264.48,820.13,,15.0,5082.64
1461,26,Female,University,Central,1904.9,4817.19,521.0,10.0,6787.32
1462,70,Male,Technical,South,2984.4,4897.9,692.0,7.0,11754.17
1463,26,Male,Postgraduate,South,5866.8,11263.11,768.0,9.0,23477.56
1464,27,Female,Secondary School,,1173.78,1925.15,568.0,6.0,3430.59
1465,69,Female,Secondary School,South,1589.53,5352.97,,10.0,4348.95
1466,74,Male,Technical,Central,2867.19,4498.7,671.0,6.0,9961.33
1467,70,Female,Technical,South,3074.08,7426.41,622.0,,10062.16
1468,43,Male,Technical,,1438.62,2487.54,596.0,6.0,4794.8
1469,58,Male,Secondary School,South,1920.11,4040.5,621.0,10.0,6934.7
1470,52,Female,Primary School,Central,896.44,,,14.0,3128.9
1471,69,Male,Primary School,Central,2034.75,,560.0,11.0,4313.48
1472,42,Male,Technical,East,1298.32,2441.41,581.0,6.0,1151.26
1473,43,Female,Technical,North,1898.08,3674.38,590.0,10.0,8629.01
1474,28,Male,University,Central,1885.89,3477.17,604.0,7.0,3140.52
1475,55,Female,Secondary School,North,989.25,2233.51,440.0,13.0,3100.18
1476,19,Male,University,West,1773.47,2450.51,519.0,10.0,6017.17
1477,24,Male,Secondary School,North,1239.1,462.4,,9.0,2945.18
1478,35,Male,Primary School,East,,4107.06,710.0,10.0,7184.36
1479,44,Female,Postgraduate,South,2681.77,6532.3,578.0,8.0,7173.1
1480,51,Female,Secondary School,South,1578.19,2511.86,540.0,8.0,
1481,44,Male,Technical,East,1335.88,3018.89,523.0,7.0,6030.16
1482,34,Male,Technical,Central,,3644.94,682.0,8.0,7413.93
1483,60,Female,Secondary School,Central,2499.95,4054.9,638.0,6.0,8773.2
1484,61,Male,University,Central,3545.96,6421.39,608.0,7.0,12401.53
1485,68,Female,University,South,2152.7,,592.0,9.0,5910.84
1486,71,Male,Secondary School,West,,3011.8,507.0,13.0,3704.77
1487,41,Female,Technical,West,1187.4,683.96,458.0,7.0,500.0
1488,42,Male,University,East,3394.48,5974.08,660.0,4.0,11053.91
1489,24,Female,Secondary School,West,1177.21,,523.0,7.0,2531.71
1490,69,Female,Secondary School,West,2318.83,3445.05,660.0,1.0,7475.29
1491,23,Male,Primary School,East,,831.14,482.0,8.0,1218.67
1492,70,Male,Technical,Central,,3332.77,531.0,10.0,3919.32
1493,41,Female,University,Central,1952.64,3631.78,,9.0,5122.11
1494,50,Female,Technical,West,1326.47,2230.31,606.0,,1359.5
1495,66,Male,Primary School,South,573.46,0.0,456.0,,
1496,46,Male,Technical,East,1000.6,1587.56,516.0,5.0,500.0
1497,60,Female,University,North,4131.82,8338.84,655.0,,14681.68
1498,39,Male,Secondary School,North,1024.21,529.28,474.0,7.0,500.0
1499,43,Female,University,Central,3252.93,5284.27,621.0,6.0,11216.81
1500,45,Male,University,North,2432.37,3460.97,618.0,4.0,5783.76
1501,67,Female,Primary School,West,,1058.5,520.0,7.0,2802.73
1502,38,Female,Secondary School,North,1230.54,2021.04,527.0,12.0,5393.19
1503,66,Female,Technical,South,1818.07,2760.35,627.0,8.0,7152.22
1504,24,Male,Technical,North,,3534.81,613.0,6.0,8661.49
1505,34,Female,University,North,1360.36,2463.96,,13.0,500.0
1506,37,Male,Technical,Central,1731.39,1862.73,550.0,10.0,3755.45
1507,58,Female,Secondary School,West,,,578.0,,3818.64
1508,66,Male,Secondary School,East,2197.45,3501.94,588.0,7.0,5165.9
1509,37,Male,University,South,3746.62,6443.76,661.0,7.0,11779.44
1510,71,Female,Secondary School,West,1461.14,2355.75,529.0,7.0,3099.92
1511,39,Male,Technical,West,953.05,939.99,540.0,13.0,2145.18
1512,45,Female,Secondary School,Central,1812.63,4263.99,523.0,6.0,4993.76
1513,57,Female,Primary School,Central,1171.85,2315.26,468.0,8.0,1056.98
1514,66,Female,Secondary School,Central,2703.5,2861.18,576.0,8.0,9166.69
1515,24,Male,Secondary School,North,1584.11,1860.98,583.0,7.0,5312.12
1516,18,Male,Technical,Central,2964.52,4820.22,574.0,8.0,
1517,49,Female,Primary School,Central,,2236.98,515.0,9.0,3435.71
1518,30,Male,University,North,4050.26,8243.17,672.0,6.0,12376.02
1519,47,Male,Technical,West,1951.94,3404.37,577.0,8.0,8390.94
1520,40,Male,Secondary School,East,1804.27,4519.24,591.0,,6084.39
1521,68,Male,Secondary School,Central,728.77,1930.7,,8.0,2023.89
1522,73,Female,Technical,East,3150.25,7385.34,610.0,4.0,8401.74
1523,36,Male,Primary School,East,1092.43,1518.54,,8.0,3077.89
1524,49,Female,Postgraduate,Central,4183.35,7207.29,624.0,7.0,12757.93
1525,47,Male,Technical,South,1569.17,2995.5,565.0,9.0,5380.23
1526,46,Male,Primary School,Central,2032.76,3068.26,573.0,9.0,5771.55
1527,66,Male,Technical,North,2089.18,4386.36,559.0,5.0,4203.4
1528,62,Male,Secondary School,South,1667.02,2011.75,552.0,8.0,2185.72
1529,46,Male,Primary School,Central,2837.68,3923.89,597.0,1.0,8705.16
1530,47,Female,University,North,790.26,1377.76,502.0,10.0,
1531,33,Male,Primary School,Central,980.86,2949.7,412.0,9.0,
1532,57,Male,Technical,West,,3505.34,631.0,11.0,
1533,36,Male,Postgraduate,East,2248.05,4699.66,658.0,4.0,4906.06
1534,35,Male,Secondary School,East,1718.81,4428.0,532.0,7.0,3376.24
1535,18,Female,Secondary School,East,782.92,1755.4,471.0,7.0,2276.04
1536,31,Female,Primary School,East,655.05,902.52,540.0,3.0,500.0
1537,68,Male,Primary School,North,1536.63,3930.77,570.0,9.0,3129.44
1538,64,Male,Primary School,West,,2267.28,,6.0,1206.04
1539,67,Female,University,East,3172.8,5124.11,696.0,7.0,10056.11
1540,19,Male,University,Central,1751.46,2473.03,587.0,11.0,6158.02
1541,71,Female,University,South,1741.61,3092.68,537.0,8.0,4560.95
1542,45,Male,Secondary School,South,968.24,2461.99,457.0,9.0,2471.67
1543,66,Female,University,North,1639.0,2172.22,561.0,9.0,4982.42
1544,67,Female,Technical,,1558.69,2913.26,629.0,5.0,3217.26
1545,47,Female,Secondary School,North,1058.62,2630.1,,5.0,3122.3
1546,55,Male,Secondary School,West,,2422.23,537.0,9.0,4920.83
1547,68,Male,Primary School,North,546.51,1209.17,503.0,11.0,1009.87
1548,21,Male,Postgraduate,Central,2162.23,4283.99,574.0,6.0,5168.24
1549,18,Male,Technical,North,3010.46,6021.21,679.0,5.0,9457.34
1550,25,Male,University,East,1318.13,2436.45,522.0,10.0,3944.81
1551,46,Male,Technical,West,1346.97,2324.93,599.0,5.0,6052.1
1552,72,Female,Technical,,3331.97,6810.83,708.0,7.0,
1553,56,Female,Primary School,North,1211.48,128.19,532.0,6.0,4694.66
1554,20,Male,Technical,South,793.75,2117.24,458.0,6.0,1793.13
1555,49,Male,University,East,3183.31,6196.64,617.0,13.0,11652.49
1556,27,Female,Primary School,East,,4794.68,515.0,10.0,5344.14
1557,27,Male,Postgraduate,East,3169.76,6165.53,646.0,8.0,10924.12
1558,36,Female,Secondary School,Central,,1246.87,530.0,,2964.35
1559,63,Male,Secondary School,North,713.74,1366.71,495.0,7.0,3150.18
1560,51,Male,Technical,North,1473.22,1868.13,640.0,14.0,2572.69
1561,50,Male,University,West,1392.3,3423.3,488.0,9.0,4259.27
1562,40,Male,Secondary School,South,1489.41,711.96,,4.0,3261.34
1563,72,Female,Technical,East,2768.87,3702.63,661.0,7.0,10384.84
1564,45,Female,Secondary School,West,967.54,781.14,453.0,4.0,2374.16
